session_id,station_id,session_date,energy_consumed_kwh,duration_min,cost
16261,108,2025-10-12 22:45:29,26.13,56.11,5.23
16262,108,2025-08-03 12:17:59,21.94,52.37,4.39
16263,108,2025-06-15 10:54:13,13.28,42.67,2.66
16264,108,2025-07-19 19:14:14,27.46,190.94,5.49
16265,108,2025-07-19 00:37:55,8.43,112.5,1.69
16266,108,2025-10-13 06:44:41,8.57,47.21,1.71
16267,108,2025-10-21 22:58:04,14.59,190.87,2.92
16268,108,2025-10-28 02:59:38,8.79,131.02,1.76
16269,108,2025-11-07 07:49:39,24.31,175.7,4.86
16270,108,2025-10-27 23:36:48,14.18,106.98,2.84
16271,108,2025-06-02 23:15:27,21.24,139.66,4.25
16272,108,2025-08-01 10:46:51,18.52,159.65,3.7
16273,108,2025-10-15 12:47:41,21.41,132.06,4.28
16274,108,2025-06-15 08:17:24,20.35,183.74,4.07
16275,108,2025-07-02 20:01:39,9.57,159.58,1.91
16276,108,2025-07-04 14:09:37,8.55,41.94,1.71
16277,108,2025-08-28 22:36:58,25.95,134.3,5.19
16278,108,2025-09-21 15:03:35,20.76,120.65,4.15
16279,108,2025-08-26 06:36:13,10.23,134.5,2.05
16280,108,2025-09-24 11:53:21,23.43,147.84,4.69
16281,108,2025-07-07 11:11:19,11.14,135.85,2.23
16282,108,2025-06-19 01:27:36,11.19,117.53,2.24
16283,108,2025-05-20 06:40:46,9.66,198.31,1.93
16284,108,2025-05-21 21:05:29,27.13,46.32,5.43
16285,108,2025-07-25 05:16:12,24.98,65.34,5.0
16286,108,2025-06-02 16:30:23,23.55,177.12,4.71
16287,108,2025-11-07 01:17:26,12.88,89.69,2.58
16288,108,2025-07-15 10:34:07,10.41,100.29,2.08
16289,108,2025-05-20 04:22:19,28.92,169.97,5.78
16290,108,2025-07-15 15:42:54,27.04,92.74,5.41
16291,108,2025-06-02 16:57:56,11.81,48.24,2.36
16292,108,2025-08-10 20:57:13,26.37,148.54,5.27
16293,108,2025-10-04 19:12:26,8.71,80.17,1.74
16294,108,2025-06-21 16:05:14,22.5,45.9,4.5
16295,108,2025-06-11 12:59:49,26.23,59.28,5.25
16296,108,2025-10-02 14:10:07,14.49,130.75,2.9
16297,108,2025-09-22 02:11:29,14.56,188.55,2.91
16298,108,2025-11-01 08:18:27,22.02,154.99,4.4
16299,108,2025-10-30 00:33:33,19.89,157.67,3.98
16300,108,2025-05-26 17:47:26,14.12,90.36,2.82
16301,108,2025-10-09 16:54:34,12.98,172.32,2.6
16302,108,2025-10-20 01:47:07,18.87,164.46,3.77
16303,108,2025-09-27 09:21:09,18.99,194.05,3.8
16304,108,2025-06-15 20:10:21,11.57,76.85,2.31
16305,108,2025-11-02 12:46:31,19.72,146.95,3.94
16306,108,2025-08-10 03:08:29,10.56,185.4,2.11
16307,108,2025-09-30 22:51:11,25.07,108.95,5.01
16308,108,2025-10-22 10:16:20,22.4,124.43,4.48
16309,108,2025-06-02 04:15:52,23.97,119.95,4.79
16310,108,2025-10-04 02:12:37,25.82,128.3,5.16
16311,108,2025-10-14 04:58:34,19.4,127.22,3.88
16312,108,2025-10-04 05:43:35,10.57,70.7,2.11
16313,108,2025-06-19 10:03:41,14.96,67.75,2.99
16314,108,2025-07-20 09:21:54,11.73,71.79,2.35
16315,108,2025-08-02 11:28:41,10.15,79.69,2.03
16316,108,2025-11-05 15:40:33,20.33,114.29,4.07
16317,108,2025-07-17 03:53:51,15.25,191.73,3.05
16318,108,2025-08-19 08:36:28,24.99,193.24,5.0
16319,108,2025-08-20 03:04:51,25.31,62.46,5.06
16320,108,2025-08-07 09:12:55,26.06,147.71,5.21
16321,108,2025-10-12 19:11:12,29.28,141.88,5.86
16322,108,2025-08-22 16:34:30,9.58,181.34,1.92
16323,108,2025-05-31 18:09:44,9.43,66.46,1.89
16324,108,2025-10-20 01:54:34,17.94,123.06,3.59
16325,108,2025-08-20 00:22:10,24.88,192.33,4.98
16326,108,2025-08-11 19:47:11,15.95,172.26,3.19
16327,108,2025-09-15 22:04:24,20.23,105.71,4.05
16328,108,2025-06-25 02:08:19,22.97,95.85,4.59
16329,108,2025-10-11 02:59:31,26.17,41.25,5.23
16330,108,2025-08-31 08:34:37,8.78,162.77,1.76
16331,108,2025-08-09 19:13:30,17.59,125.65,3.52
16332,108,2025-09-02 23:14:41,16.07,70.69,3.21
16333,108,2025-10-14 03:33:51,12.4,49.51,2.48
16334,108,2025-07-26 00:25:49,13.23,64.59,2.65
16335,108,2025-07-02 00:54:11,17.55,160.19,3.51
16336,108,2025-06-21 07:28:14,14.03,199.0,2.81
16337,108,2025-09-03 19:37:43,22.73,117.23,4.55
16338,108,2025-08-30 15:10:08,16.44,59.79,3.29
16339,108,2025-06-04 11:09:42,11.77,195.72,2.35
16340,108,2025-11-10 11:58:59,29.13,131.15,5.83
16341,108,2025-09-12 01:02:52,26.13,83.94,5.23
16342,108,2025-08-23 05:22:17,22.24,123.39,4.45
16343,108,2025-06-23 13:33:44,14.9,162.57,2.98
16344,108,2025-09-21 06:32:28,9.24,70.9,1.85
16345,108,2025-06-13 11:10:40,25.72,88.34,5.14
16346,108,2025-11-14 11:03:49,25.36,56.89,5.07
16347,108,2025-07-07 10:42:16,24.45,192.03,4.89
16348,108,2025-10-22 04:19:15,22.22,134.12,4.44
16349,108,2025-07-29 10:29:59,20.51,183.04,4.1
16350,108,2025-06-15 15:11:33,21.01,45.08,4.2
16351,108,2025-06-25 04:42:44,14.28,101.11,2.86
16352,108,2025-09-17 15:53:07,19.66,198.21,3.93
16353,108,2025-08-04 14:15:13,18.04,47.5,3.61
16354,108,2025-07-10 20:45:29,25.36,56.51,5.07
16355,108,2025-07-18 01:15:28,11.54,158.74,2.31
16356,108,2025-10-11 20:04:40,18.82,74.08,3.76
16357,108,2025-10-19 13:54:04,19.01,147.16,3.8
16358,108,2025-08-25 23:38:47,14.45,193.87,2.89
16359,108,2025-11-07 13:41:17,21.08,65.07,4.22
16360,108,2025-06-22 17:32:27,12.7,60.02,2.54
16361,108,2025-10-21 17:25:59,27.04,185.58,5.41
16362,108,2025-08-10 07:08:48,25.2,119.68,5.04
16363,108,2025-11-05 10:50:47,17.12,136.88,3.42
16364,108,2025-09-14 14:05:45,25.87,76.71,5.17
16365,108,2025-10-30 22:31:33,24.58,199.93,4.92
16366,108,2025-05-24 08:38:42,9.24,134.64,1.85
16367,108,2025-08-17 08:07:50,21.67,87.53,4.33
16368,108,2025-06-02 10:11:25,16.75,128.22,3.35
16369,108,2025-10-24 06:29:19,9.41,43.12,1.88
16370,108,2025-11-10 05:07:19,28.86,173.94,5.77
16371,108,2025-05-30 19:51:03,15.9,149.67,3.18
16372,108,2025-07-12 16:16:23,13.31,150.07,2.66
16373,109,2025-08-04 06:10:41,65.98,30.01,0.0
16374,109,2025-10-01 06:40:28,80.77,34.51,0.0
16375,109,2025-09-10 08:47:11,60.9,24.14,0.0
16376,109,2025-11-12 19:31:13,72.02,37.14,0.0
16377,109,2025-06-07 04:40:48,44.84,44.47,0.0
16378,109,2025-08-15 13:25:57,84.52,29.56,0.0
16379,109,2025-05-24 20:06:03,62.04,34.39,0.0
16380,109,2025-05-23 00:10:11,75.7,43.37,0.0
16381,109,2025-07-27 16:35:24,48.85,45.19,0.0
16382,109,2025-10-17 05:53:59,49.94,23.56,0.0
16383,109,2025-10-05 03:14:24,31.58,47.94,0.0
16384,109,2025-07-14 12:09:12,82.35,32.16,0.0
16385,109,2025-09-20 20:21:01,61.67,35.09,0.0
16386,109,2025-10-04 01:49:23,64.35,26.46,0.0
16387,109,2025-10-07 06:04:49,68.86,37.28,0.0
16388,109,2025-10-17 01:20:28,83.83,23.47,0.0
16389,109,2025-09-08 23:27:54,34.88,43.97,0.0
16390,109,2025-09-08 13:02:06,34.54,46.19,0.0
16391,109,2025-09-19 08:57:15,62.38,39.79,0.0
16392,109,2025-07-08 02:00:30,34.73,31.42,0.0
16393,109,2025-08-30 20:11:29,82.66,23.49,0.0
16394,109,2025-07-04 18:31:29,70.24,47.61,0.0
16395,109,2025-10-03 18:39:05,55.72,24.55,0.0
16396,109,2025-10-28 17:55:50,35.13,25.96,0.0
16397,109,2025-11-08 22:40:21,39.23,32.36,0.0
16398,109,2025-07-06 07:28:06,41.5,29.29,0.0
16399,109,2025-05-30 12:36:18,36.01,32.69,0.0
16400,109,2025-06-28 20:49:50,83.99,38.35,0.0
16401,109,2025-05-22 15:46:47,50.61,33.17,0.0
16402,109,2025-06-28 12:05:43,74.35,28.17,0.0
16403,109,2025-08-19 16:48:54,59.13,28.91,0.0
16404,109,2025-10-10 07:12:24,49.26,25.06,0.0
16405,109,2025-09-06 09:33:28,83.35,32.76,0.0
16406,109,2025-06-09 16:09:11,32.29,25.65,0.0
16407,109,2025-11-12 12:01:32,61.92,32.32,0.0
16408,109,2025-11-09 01:38:54,34.11,23.18,0.0
16409,109,2025-06-17 06:08:52,74.26,43.14,0.0
16410,109,2025-06-22 11:28:57,30.9,47.67,0.0
16411,109,2025-07-15 03:19:16,84.4,23.78,0.0
16412,109,2025-07-25 08:32:45,54.35,31.02,0.0
16413,109,2025-06-06 15:50:21,55.59,30.9,0.0
16414,109,2025-10-22 04:52:48,81.7,45.42,0.0
16415,109,2025-08-23 07:40:59,43.13,33.91,0.0
16416,109,2025-07-04 22:20:55,35.93,30.14,0.0
16417,109,2025-06-02 11:49:46,69.63,38.65,0.0
16418,109,2025-06-27 19:20:51,62.81,39.12,0.0
16419,109,2025-10-19 21:27:08,38.03,33.98,0.0
16420,109,2025-10-17 03:54:04,76.36,38.53,0.0
16421,109,2025-08-09 14:03:09,33.42,36.56,0.0
16422,109,2025-10-20 21:35:57,37.89,27.01,0.0
16423,109,2025-10-14 02:07:59,81.13,34.56,0.0
16424,109,2025-09-19 17:01:36,35.57,31.79,0.0
16425,109,2025-08-29 22:02:05,54.22,28.88,0.0
16426,109,2025-07-15 23:44:34,38.46,40.12,0.0
16427,109,2025-07-30 03:32:05,64.87,46.37,0.0
16428,109,2025-07-10 19:37:15,49.93,38.91,0.0
16429,109,2025-11-13 00:58:35,64.07,23.78,0.0
16430,109,2025-07-16 21:15:09,56.23,20.67,0.0
16431,109,2025-07-31 00:42:24,67.66,26.95,0.0
16432,109,2025-09-28 14:27:07,65.47,28.2,0.0
16433,109,2025-09-09 18:59:06,43.35,36.02,0.0
16434,109,2025-07-18 22:21:28,45.01,47.7,0.0
16435,109,2025-09-28 11:27:09,69.27,37.29,0.0
16436,109,2025-06-06 13:47:43,83.29,20.59,0.0
16437,109,2025-06-22 12:05:30,64.13,39.69,0.0
16438,109,2025-07-22 13:45:15,35.27,37.12,0.0
16439,109,2025-07-14 10:58:54,37.57,36.95,0.0
16440,109,2025-07-25 21:06:08,71.95,32.01,0.0
16441,109,2025-06-29 10:59:47,47.68,41.97,0.0
16442,109,2025-07-30 14:52:44,33.84,38.46,0.0
16443,109,2025-05-26 11:04:23,81.14,49.17,0.0
16444,109,2025-06-03 15:11:14,44.29,44.29,0.0
16445,109,2025-11-10 20:50:55,60.01,35.91,0.0
16446,109,2025-06-26 17:14:24,30.18,46.43,0.0
16447,109,2025-08-05 17:23:31,73.43,39.65,0.0
16448,109,2025-09-23 19:10:06,60.72,27.03,0.0
16449,109,2025-06-20 20:20:03,83.78,38.33,0.0
16450,109,2025-07-01 18:50:26,81.34,25.54,0.0
16451,109,2025-10-16 15:31:27,44.63,22.78,0.0
16452,109,2025-09-24 05:34:08,58.37,46.97,0.0
16453,109,2025-10-25 16:56:44,31.9,24.02,0.0
16454,109,2025-07-28 15:22:13,51.03,40.79,0.0
16455,109,2025-09-12 09:50:01,77.76,20.86,0.0
16456,109,2025-08-21 00:46:05,64.82,35.27,0.0
16457,109,2025-06-10 07:22:18,59.0,31.97,0.0
16458,109,2025-10-03 01:53:04,74.4,48.17,0.0
16459,109,2025-07-19 05:49:46,79.79,49.46,0.0
16460,109,2025-11-06 01:06:43,50.3,46.56,0.0
16461,109,2025-10-16 20:15:23,58.96,27.43,0.0
16462,109,2025-11-05 20:07:45,84.85,23.32,0.0
16463,109,2025-10-31 13:34:42,73.57,48.9,0.0
16464,109,2025-06-22 01:13:29,48.14,33.07,0.0
16465,109,2025-05-26 17:25:50,78.01,36.18,0.0
16466,109,2025-11-06 09:01:15,39.1,22.75,0.0
16467,109,2025-08-28 02:16:22,41.45,45.58,0.0
16468,109,2025-09-15 00:15:00,39.59,20.77,0.0
16469,109,2025-08-19 05:47:31,74.89,20.24,0.0
16470,109,2025-07-07 12:59:23,39.61,20.87,0.0
16471,109,2025-10-10 19:51:56,37.45,40.03,0.0
16472,109,2025-11-12 02:49:06,36.79,22.13,0.0
16473,109,2025-06-12 08:04:23,39.14,46.42,0.0
16474,109,2025-08-21 02:03:49,49.48,20.56,0.0
16475,109,2025-06-23 09:37:48,48.29,47.76,0.0
16476,109,2025-09-20 02:51:46,56.94,47.13,0.0
16477,109,2025-11-09 18:57:56,81.19,36.97,0.0
16478,109,2025-07-11 01:11:36,61.41,38.23,0.0
16479,109,2025-06-24 13:38:09,55.0,46.79,0.0
16480,109,2025-08-11 12:21:35,60.36,33.43,0.0
16481,109,2025-07-02 08:28:05,34.36,36.95,0.0
16482,109,2025-08-06 12:00:11,43.44,36.95,0.0
16483,109,2025-07-07 05:33:00,78.83,31.87,0.0
16484,109,2025-10-29 00:39:04,65.01,40.68,0.0
16485,109,2025-06-06 22:06:21,56.92,22.35,0.0
16486,109,2025-06-17 23:41:22,48.95,33.32,0.0
16487,109,2025-08-13 08:22:53,53.69,32.02,0.0
16488,109,2025-11-13 19:26:32,84.69,42.03,0.0
16489,109,2025-10-29 06:40:37,62.84,23.23,0.0
16490,110,2025-11-04 13:46:06,61.36,15.64,16.34
16491,110,2025-09-08 22:24:11,20.98,45.38,6.24
16492,110,2025-07-28 01:26:50,69.58,15.97,18.4
16493,110,2025-07-18 06:28:25,65.13,22.52,17.28
16494,110,2025-06-13 17:13:12,41.4,56.01,11.35
16495,110,2025-07-11 04:29:33,29.33,45.83,8.33
16496,110,2025-10-14 10:05:01,62.16,22.96,16.54
16497,110,2025-06-17 11:32:06,69.69,20.49,18.42
16498,110,2025-07-17 15:53:51,64.89,22.43,17.22
16499,110,2025-08-05 11:45:23,37.65,23.65,10.41
16500,110,2025-09-08 13:55:21,40.8,25.37,11.2
16501,110,2025-08-12 08:31:47,34.06,45.55,9.51
16502,110,2025-07-01 03:47:13,62.22,20.83,16.56
16503,110,2025-08-14 07:06:40,74.41,34.63,19.6
16504,110,2025-10-05 14:06:11,65.36,44.24,17.34
16505,110,2025-10-28 03:37:48,72.21,45.12,19.05
16506,110,2025-10-20 21:36:14,69.12,44.28,18.28
16507,110,2025-07-10 06:21:20,48.2,58.64,13.05
16508,110,2025-06-08 01:15:54,39.52,15.8,10.88
16509,110,2025-06-07 15:28:14,55.5,31.57,14.87
16510,110,2025-11-02 22:50:01,21.08,32.17,6.27
16511,110,2025-06-03 00:11:31,42.81,46.17,11.7
16512,110,2025-11-09 19:55:04,44.43,37.02,12.11
16513,110,2025-10-09 13:59:13,68.42,26.34,18.11
16514,110,2025-10-29 22:27:44,45.14,19.08,12.28
16515,110,2025-07-22 11:49:06,55.11,30.51,14.78
16516,110,2025-09-04 12:54:49,52.82,38.0,14.21
16517,110,2025-10-14 03:19:03,61.32,32.33,16.33
16518,110,2025-09-10 07:00:18,32.01,40.19,9.0
16519,110,2025-08-05 05:23:42,35.82,20.41,9.96
16520,110,2025-11-14 18:55:32,69.35,17.21,18.34
16521,110,2025-06-28 13:00:55,38.6,48.01,10.65
16522,110,2025-09-28 13:38:22,73.54,27.46,19.38
16523,110,2025-07-25 04:41:00,46.95,26.74,12.74
16524,110,2025-07-31 19:27:32,35.47,41.8,9.87
16525,110,2025-10-12 02:45:06,50.7,59.06,13.67
16526,110,2025-10-04 03:53:13,49.3,52.14,13.33
16527,110,2025-09-14 16:04:56,27.93,43.34,7.98
16528,110,2025-06-09 18:20:55,54.07,45.36,14.52
16529,110,2025-10-31 00:37:20,35.23,28.69,9.81
16530,110,2025-10-05 06:39:56,63.14,38.24,16.79
16531,110,2025-07-22 22:08:24,71.44,26.18,18.86
16532,110,2025-07-15 02:32:46,30.93,59.19,8.73
16533,110,2025-08-11 14:35:10,37.49,43.9,10.37
16534,110,2025-08-13 03:25:17,47.4,41.66,12.85
16535,110,2025-08-20 00:31:46,64.27,38.67,17.07
16536,110,2025-08-03 13:06:49,38.07,45.63,10.52
16537,110,2025-09-23 13:05:53,36.49,16.93,10.12
16538,110,2025-11-14 04:04:34,42.6,39.17,11.65
16539,110,2025-08-19 03:00:31,46.13,51.82,12.53
16540,110,2025-05-23 01:35:07,71.21,36.56,18.8
16541,110,2025-06-24 08:31:01,65.74,17.01,17.43
16542,110,2025-05-28 16:56:19,59.01,27.23,15.75
16543,110,2025-06-24 02:16:16,56.82,43.4,15.2
16544,110,2025-10-31 19:21:48,51.45,37.22,13.86
16545,110,2025-10-18 10:56:42,47.82,57.56,12.96
16546,110,2025-11-07 17:27:42,44.53,59.39,12.13
16547,110,2025-06-12 15:02:34,48.08,59.27,13.02
16548,110,2025-11-04 03:13:52,71.54,44.1,18.88
16549,110,2025-10-09 01:38:45,73.78,45.81,19.44
16550,110,2025-11-14 14:15:01,39.85,45.25,10.96
16551,110,2025-05-21 12:29:48,68.9,24.69,18.23
16552,110,2025-08-13 13:54:46,30.09,34.44,8.52
16553,110,2025-10-19 01:00:54,25.44,47.49,7.36
16554,110,2025-09-12 16:40:05,50.64,50.68,13.66
16555,110,2025-10-12 04:10:01,32.59,22.15,9.15
16556,110,2025-10-26 17:05:24,46.46,33.65,12.61
16557,110,2025-09-07 00:07:42,70.85,46.45,18.71
16558,110,2025-10-06 14:08:16,42.75,17.13,11.69
16559,110,2025-10-25 08:10:31,30.35,21.59,8.59
16560,110,2025-06-09 10:27:57,67.99,44.36,18.0
16561,110,2025-09-29 16:47:22,26.44,48.23,7.61
16562,110,2025-09-26 13:15:55,73.35,18.39,19.34
16563,110,2025-10-30 12:42:08,23.19,27.19,6.8
16564,110,2025-07-02 05:26:13,24.2,33.11,7.05
16565,110,2025-07-02 00:44:07,47.25,19.48,12.81
16566,110,2025-09-12 14:57:06,58.33,45.01,15.58
16567,110,2025-08-20 07:10:20,59.77,45.6,15.94
16568,110,2025-10-11 22:26:00,35.72,16.72,9.93
16569,110,2025-07-11 00:21:28,27.08,58.8,7.77
16570,110,2025-07-18 04:01:50,21.11,47.9,6.28
16571,110,2025-08-14 21:31:37,62.45,54.7,16.61
16572,110,2025-06-14 11:15:58,45.25,20.62,12.31
16573,110,2025-10-29 07:14:07,46.55,18.35,12.64
16574,110,2025-07-12 19:03:26,45.62,21.7,12.41
16575,110,2025-07-30 16:21:41,36.44,58.93,10.11
16576,110,2025-08-22 09:18:23,52.99,32.54,14.25
16577,110,2025-09-11 03:26:47,33.63,26.95,9.41
16578,110,2025-08-23 16:39:45,48.95,28.95,13.24
16579,110,2025-10-14 12:15:50,35.3,25.05,9.82
16580,110,2025-10-24 06:34:26,68.46,31.88,18.12
16581,110,2025-06-16 00:42:56,68.96,19.02,18.24
16582,110,2025-08-01 16:51:38,63.78,17.73,16.95
16583,110,2025-05-21 17:29:35,40.48,18.88,11.12
16584,110,2025-08-21 09:00:36,58.29,15.92,15.57
16585,110,2025-05-21 14:43:30,56.16,24.64,15.04
16586,110,2025-05-21 15:47:23,39.98,42.88,10.99
16587,110,2025-09-03 10:16:43,23.78,23.9,6.95
16588,110,2025-10-30 01:39:06,21.35,16.36,6.34
16589,110,2025-09-04 16:30:17,55.32,28.33,14.83
16590,110,2025-08-21 20:33:24,68.21,36.41,18.05
16591,110,2025-11-09 20:07:59,73.94,54.24,19.48
16592,110,2025-07-24 06:09:57,51.69,28.0,13.92
16593,110,2025-06-07 18:15:41,31.06,29.45,8.77
16594,110,2025-10-12 05:31:40,31.87,48.21,8.97
16595,110,2025-07-22 23:58:52,68.3,20.81,18.08
16596,110,2025-08-18 09:28:45,22.35,34.94,6.59
16597,110,2025-11-10 17:17:45,57.13,55.53,15.28
16598,110,2025-09-30 21:34:30,65.04,57.77,17.26
16599,110,2025-09-09 10:44:48,56.32,52.63,15.08
16600,110,2025-08-08 15:12:41,72.1,50.46,19.03
16601,110,2025-09-21 00:31:57,44.97,16.38,12.24
16602,110,2025-09-08 05:30:46,54.26,23.0,14.56
16603,110,2025-08-24 09:16:09,65.19,36.35,17.3
16604,110,2025-09-03 19:53:03,69.71,17.55,18.43
16605,110,2025-07-31 05:40:46,67.72,17.58,17.93
16606,110,2025-09-26 23:18:34,59.57,34.13,15.89
16607,110,2025-05-21 19:20:18,32.91,40.6,9.23
16608,110,2025-06-17 20:26:54,42.98,45.61,11.74
16609,110,2025-08-13 17:36:09,59.66,39.6,15.92
16610,111,2025-08-25 18:13:01,37.03,35.71,10.26
16611,111,2025-08-18 00:18:01,37.45,34.77,10.36
16612,111,2025-06-05 07:18:31,66.4,33.25,17.6
16613,111,2025-06-27 08:20:43,51.81,23.84,13.95
16614,111,2025-09-10 18:16:59,38.24,49.85,10.56
16615,111,2025-09-02 07:50:16,48.93,58.02,13.23
16616,111,2025-06-18 19:59:31,67.64,44.24,17.91
16617,111,2025-08-18 06:03:16,36.31,22.36,10.08
16618,111,2025-07-26 01:01:13,24.01,31.3,7.0
16619,111,2025-08-20 17:32:23,36.81,33.29,10.2
16620,111,2025-10-09 23:39:45,36.29,50.67,10.07
16621,111,2025-06-06 20:42:24,50.91,37.88,13.73
16622,111,2025-06-23 15:04:23,45.91,25.83,12.48
16623,111,2025-11-06 06:35:58,23.81,43.2,6.95
16624,111,2025-08-06 10:43:00,70.82,19.98,18.71
16625,111,2025-08-25 20:59:48,50.81,23.45,13.7
16626,111,2025-08-31 13:06:19,41.83,44.42,11.46
16627,111,2025-05-29 16:08:35,42.28,29.73,11.57
16628,111,2025-10-10 22:34:42,43.64,18.04,11.91
16629,111,2025-11-08 04:30:54,44.09,45.72,12.02
16630,111,2025-08-08 11:21:26,36.21,19.02,10.05
16631,111,2025-11-13 13:08:44,74.26,48.09,19.57
16632,111,2025-08-11 15:27:13,66.76,48.76,17.69
16633,111,2025-08-15 03:04:15,64.82,32.08,17.2
16634,111,2025-11-08 13:40:24,56.28,47.76,15.07
16635,111,2025-09-02 04:57:52,29.11,39.54,8.28
16636,111,2025-08-09 21:09:20,51.82,21.39,13.96
16637,111,2025-09-26 08:36:03,58.17,55.46,15.54
16638,111,2025-08-13 02:40:20,47.25,28.08,12.81
16639,111,2025-09-18 16:01:30,34.47,15.36,9.62
16640,111,2025-09-04 06:40:46,41.96,49.34,11.49
16641,111,2025-07-25 02:34:22,63.37,20.88,16.84
16642,111,2025-07-10 06:11:37,46.2,47.54,12.55
16643,111,2025-09-23 13:18:06,55.65,36.86,14.91
16644,111,2025-08-20 15:04:33,23.12,50.33,6.78
16645,111,2025-09-12 04:21:07,66.09,53.33,17.52
16646,111,2025-10-18 15:52:50,71.86,15.91,18.96
16647,111,2025-10-20 08:09:08,38.08,30.95,10.52
16648,111,2025-06-26 07:05:56,40.25,17.36,11.06
16649,111,2025-05-24 12:25:47,58.56,40.45,15.64
16650,111,2025-10-08 09:45:15,64.61,46.91,17.15
16651,111,2025-05-31 12:26:07,55.07,19.93,14.77
16652,111,2025-11-13 09:02:59,46.43,15.94,12.61
16653,111,2025-08-11 09:11:14,22.77,29.12,6.69
16654,111,2025-11-01 09:57:36,24.73,16.34,7.18
16655,111,2025-09-28 08:37:04,69.2,15.7,18.3
16656,111,2025-05-30 07:01:58,40.73,43.57,11.18
16657,111,2025-11-10 16:39:29,60.97,53.15,16.24
16658,111,2025-06-18 20:20:22,70.62,40.02,18.65
16659,111,2025-07-12 09:04:05,36.36,58.76,10.09
16660,111,2025-06-02 06:17:14,41.21,37.87,11.3
16661,111,2025-07-20 19:08:20,46.14,57.92,12.53
16662,111,2025-10-28 11:50:22,47.23,22.1,12.81
16663,111,2025-07-22 07:22:24,65.78,33.74,17.44
16664,111,2025-10-07 21:38:43,70.93,25.29,18.73
16665,111,2025-05-23 23:16:01,47.15,21.38,12.79
16666,111,2025-08-02 05:15:39,44.82,46.89,12.2
16667,111,2025-06-05 14:12:33,61.64,54.68,16.41
16668,111,2025-11-14 06:35:23,63.97,22.06,16.99
16669,111,2025-07-26 05:47:09,27.08,43.65,7.77
16670,111,2025-09-30 22:17:57,52.85,59.78,14.21
16671,111,2025-07-14 14:34:04,60.62,43.4,16.15
16672,111,2025-06-05 19:50:53,38.32,20.31,10.58
16673,111,2025-11-10 16:53:23,66.09,30.98,17.52
16674,111,2025-06-26 05:18:16,44.21,39.69,12.05
16675,111,2025-07-23 20:03:35,24.95,40.13,7.24
16676,111,2025-09-10 14:52:38,45.3,27.14,12.33
16677,111,2025-09-17 01:17:17,40.68,39.97,11.17
16678,111,2025-10-09 05:47:31,61.52,47.66,16.38
16679,111,2025-10-29 09:58:06,49.16,43.24,13.29
16680,111,2025-08-14 18:06:14,52.35,54.05,14.09
16681,111,2025-09-25 17:05:56,61.44,57.34,16.36
16682,111,2025-07-06 04:18:44,43.52,48.85,11.88
16683,111,2025-06-09 18:15:20,64.83,32.37,17.21
16684,111,2025-06-24 02:37:51,51.71,31.99,13.93
16685,111,2025-07-12 12:38:47,30.04,22.02,8.51
16686,111,2025-10-09 18:16:56,69.45,29.12,18.36
16687,111,2025-07-13 18:42:54,49.46,52.97,13.37
16688,111,2025-05-30 00:22:36,68.06,48.89,18.01
16689,111,2025-10-26 10:26:20,55.18,37.47,14.8
16690,111,2025-07-30 17:37:50,57.21,28.82,15.3
16691,111,2025-07-20 03:38:56,52.38,31.97,14.09
16692,111,2025-06-25 12:57:03,62.93,52.37,16.73
16693,111,2025-06-15 23:07:46,71.54,16.05,18.88
16694,111,2025-07-31 15:43:10,71.36,20.53,18.84
16695,111,2025-06-20 18:03:02,31.99,16.81,9.0
16696,111,2025-08-18 10:42:43,46.7,31.7,12.67
16697,111,2025-07-31 08:37:40,50.19,25.46,13.55
16698,111,2025-10-03 05:24:58,29.58,49.23,8.39
16699,111,2025-10-19 12:59:57,70.49,40.03,18.62
16700,111,2025-09-27 09:18:11,35.4,42.94,9.85
16701,111,2025-07-25 09:08:08,36.62,47.88,10.15
16702,111,2025-05-27 05:59:20,68.35,54.23,18.09
16703,111,2025-09-06 13:12:03,29.77,38.23,8.44
16704,111,2025-08-11 19:43:47,39.25,48.36,10.81
16705,111,2025-11-03 04:19:18,46.8,31.23,12.7
16706,111,2025-05-21 00:11:31,50.06,26.26,13.52
16707,111,2025-07-11 08:11:24,55.32,58.45,14.83
16708,111,2025-11-05 08:34:39,20.96,18.87,6.24
16709,111,2025-10-11 08:30:34,58.75,26.98,15.69
16710,111,2025-10-26 14:09:20,40.06,50.73,11.01
16711,111,2025-08-14 18:40:30,21.14,15.25,6.29
16712,111,2025-08-22 05:10:44,38.6,15.09,10.65
16713,111,2025-11-11 20:12:17,69.66,31.39,18.42
16714,111,2025-07-10 19:56:59,52.97,19.74,14.24
16715,111,2025-06-18 06:15:11,38.5,30.29,10.63
16716,111,2025-05-22 03:40:14,54.68,55.68,14.67
16717,111,2025-06-24 19:24:42,30.3,43.8,8.58
16718,111,2025-06-02 17:17:45,25.21,41.67,7.3
16719,111,2025-06-13 20:11:23,60.6,17.92,16.15
16720,111,2025-09-18 16:57:23,26.36,35.23,7.59
16721,111,2025-07-18 09:14:05,46.05,51.52,12.51
16722,111,2025-10-20 07:59:16,58.9,31.16,15.72
16723,111,2025-09-11 14:38:59,60.13,37.1,16.03
16724,111,2025-11-07 18:18:04,66.53,54.03,17.63
16725,111,2025-08-02 20:15:00,29.93,28.28,8.48
